,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
7301,5.69678931785228e+17,negative,0.6366,Bad Flight,0.3458,Delta,gregalprin,0,show flight abc oh well ill live nexttime andthewinneris,"(40.7127281, -74.0060152)",2015-02-22 18:03:36 -0800,NYC,Eastern Time (US & Canada)
7302,5.69678787383857e+17,negative,1.0,Can't Tell,1.0,Delta,cbogie,0,ill call morning upset right,"[40.64797296, -73.77939249]",2015-02-22 18:03:01 -0800,indoors,Pacific Time (US & Canada)
7303,5.69678058199732e+17,negative,1.0,Late Flight,0.7026,Delta,mariambueno,0,im still waiting answer,"(33.7489924, -84.3902644)",2015-02-22 18:00:07 -0800,,Quito
7304,5.6967613825305e+17,positive,0.6838,,,Delta,dhp214,0,ok thanks help,"(40.7127281, -74.0060152)",2015-02-22 17:52:30 -0800,New York,Eastern Time (US & Canada)
7305,5.69675848770408e+17,positive,1.0,,,Delta,StephanieHC85,0,love guy,"(32.057242, -107.728652)",2015-02-22 17:51:21 -0800,Mexico-Colombia,
7306,5.6967549887316e+17,negative,1.0,Cancelled Flight,1.0,Delta,LuljetaTrupi,0,amount money spent hotel week bc flight cancelled flightlation another flight doesnt make money lost,"(41.3546736, -74.38111167586358)",2015-02-22 17:49:57 -0800,LA/NY,Pacific Time (US & Canada)
7307,5.69674356915347e+17,negative,1.0,Late Flight,1.0,Delta,paulinceptor,0,told jfk 5 hour delay reason delay cant hard notify 12 hour notice,"(40.7587979, -73.9623427)",2015-02-22 17:45:25 -0800,,Eastern Time (US & Canada)
7308,5.69674349734711e+17,negative,1.0,Can't Tell,0.3444,Delta,cbogie,0,far worst airline term service jfk,"[40.64602261, -73.7762935]",2015-02-22 17:45:23 -0800,indoors,Pacific Time (US & Canada)
7310,5.69672563506459e+17,positive,1.0,,,Delta,nooshies,0,youre still best,"(42.3554334, -71.060511)",2015-02-22 17:38:17 -0800,"Boston, MA",Eastern Time (US & Canada)
7311,5.6967251056597e+17,positive,0.67,,,Delta,nooshies,0,please give jetblue permission world im missing oscar right awful whyabcwhy,"(42.3554334, -71.060511)",2015-02-22 17:38:05 -0800,"Boston, MA",Eastern Time (US & Canada)
7312,5.69672477967835e+17,negative,1.0,Late Flight,1.0,Delta,dhp214,0,thanks delay result scheduling issue weather relate flightd problem,"(40.7127281, -74.0060152)",2015-02-22 17:37:57 -0800,New York,Eastern Time (US & Canada)
7314,5.69672099704508e+17,negative,1.0,Late Flight,0.6571,Delta,paulinceptor,0,le concerned delay notified looked board flight delayed,"(40.7587979, -73.9623427)",2015-02-22 17:36:27 -0800,,Eastern Time (US & Canada)
7315,5.69672010734969e+17,positive,1.0,,,Delta,Penguins_66,0,thanks made,"(30.2711286, -97.7436995)",2015-02-22 17:36:06 -0800,,Central Time (US & Canada)
7316,5.69671981852799e+17,negative,1.0,Flight Attendant Complaints,0.3477,Delta,SaulFernandezS,0,boarding flight 0510 captain informs could exceed the16 hr regulation turned plane around incredible,"(33.7489924, -84.3902644)",2015-02-22 17:35:59 -0800,,Santiago
7317,5.6967143530981e+17,positive,1.0,,,Delta,twofishtacos,0,thanks quick response finger crossed plane get,"(40.7127281, -74.0060152)",2015-02-22 17:33:48 -0800,New York City,Eastern Time (US & Canada)
7319,5.69671173136638e+17,negative,1.0,Bad Flight,0.6925,Delta,nooshies,0,watch oscar though right abc flight missingtheoscars,"(42.3554334, -71.060511)",2015-02-22 17:32:46 -0800,"Boston, MA",Eastern Time (US & Canada)
7320,5.69671000486502e+17,positive,0.6368,,,Delta,WyattTweets,0,thank finger crossed,"(40.7127281, -74.0060152)",2015-02-22 17:32:05 -0800,New York,Eastern Time (US & Canada)
7321,5.69670844047192e+17,negative,0.6724,Cancelled Flight,0.3492,Delta,joshmirm,0,ooookay thats silly guess watching oscar purely twitter reaction tonight oscar,"(40.6526006, -73.9497211)",2015-02-22 17:31:27 -0800,Brooklyn,Central Time (US & Canada)
7322,5.69670407709544e+17,negative,0.6669,Can't Tell,0.3735,Delta,coolman13355,0,ive heard new flight tap pay reader accept apple pay thought impossible amp certainly emv compliant,"(31.2638905, -98.5456116)",2015-02-22 17:29:43 -0800,Texas,Central Time (US & Canada)
7323,5.69670228713578e+17,neutral,0.6462,,,Delta,nooshies,0,youre taking new orleans two week ill picture shiver forevercold,"(42.3554334, -71.060511)",2015-02-22 17:29:01 -0800,"Boston, MA",Eastern Time (US & Canada)
7324,5.69669991450186e+17,neutral,0.6926,,,Delta,dhp214,0,flight 1472 ffl lga scheduled departure 815p,"(40.7127281, -74.0060152)",2015-02-22 17:28:04 -0800,New York,Eastern Time (US & Canada)
7325,5.69669129130648e+17,negative,1.0,Late Flight,1.0,Delta,paulinceptor,0,2nd time row flight jfk disaster last time wasnt allowed fly stndby 2 hour delay wout notification,"(40.7587979, -73.9623427)",2015-02-22 17:24:38 -0800,,Eastern Time (US & Canada)
7327,5.69668818253054e+17,negative,1.0,Late Flight,1.0,Delta,dhp214,0,bunch flight delayed ffl northeast destination announcement gate whats going,"(40.7127281, -74.0060152)",2015-02-22 17:23:24 -0800,New York,Eastern Time (US & Canada)
7328,5.69668536966054e+17,negative,1.0,longlines,0.3444,Delta,SaulFernandezS,0,im dissapointed way paseengers flight 0510 santo domingo treated 9hrs board plane info given,"(33.7489924, -84.3902644)",2015-02-22 17:22:17 -0800,,Santiago
7329,5.69668144198849e+17,neutral,1.0,,,Delta,shannonwoodward,3,id appreciate would also mind contacting pilot flight request allowed announce intercom,"(34.0536909, -118.242766)",2015-02-22 17:20:44 -0800,"Los Angeles, CA",Arizona
7330,5.69667821455708e+17,neutral,0.6442,,0.0,Delta,JetBlue,1,want keep updated who wearing amp who amp win nice like,"(18.4363887, -66.0076205)",2015-02-22 17:19:27 -0800,1-800-JETBLUE,Eastern Time (US & Canada)
7332,5.69666892882952e+17,negative,1.0,Can't Tell,0.3724,Delta,Penguins_66,0,thanks still annoying especially miss flight tweet tsa,"(30.2711286, -97.7436995)",2015-02-22 17:15:45 -0800,,Central Time (US & Canada)
7334,5.69666455114904e+17,negative,0.3505,Can't Tell,0.3505,Delta,shannonwoodward,0,gif game strong,"(34.0536909, -118.242766)",2015-02-22 17:14:01 -0800,"Los Angeles, CA",Arizona
7336,5.69665766628286e+17,negative,1.0,Late Flight,1.0,Delta,twofishtacos,0,flight 98 den jfk already 2hrs delayed idea might change due weather forecast etc,"(40.7127281, -74.0060152)",2015-02-22 17:11:17 -0800,New York City,Eastern Time (US & Canada)
7337,5.69665692770968e+17,negative,0.6947,Customer Service Issue,0.6947,Delta,Penguins_66,0,close prechk 8pm sunday jfk annoying,"(30.2711286, -97.7436995)",2015-02-22 17:10:59 -0800,,Central Time (US & Canada)
7338,5.69664636179477e+17,negative,1.0,Customer Service Issue,0.6779,Delta,mariambueno,0,crew didnt say safety say glad stay check information give costumer,"(33.7489924, -84.3902644)",2015-02-22 17:06:47 -0800,,Quito
7339,5.69662513111024e+17,negative,1.0,Can't Tell,0.6891,Delta,davisesq212,0,quite possibly ruined entire first day south florida bc disorganization getittogether,"(40.7127281, -74.0060152)",2015-02-22 16:58:21 -0800,New York City,Eastern Time (US & Canada)
7340,5.69661069913821e+17,negative,1.0,Customer Service Issue,1.0,Delta,aaronkinnari,0,im going write post experience customer service tanked jetblue,"(43.2233214, -90.2915132)",2015-02-22 16:52:37 -0800,Gotham,Quito
7342,5.69659637575918e+17,negative,0.6491,Customer Service Issue,0.6491,Delta,aaronkinnari,0,okay name sj crew alamo tatiana keep telling hold leave desk ali told couldnt help bc going break,"(43.2233214, -90.2915132)",2015-02-22 16:46:56 -0800,Gotham,Quito
7343,5.69659473804947e+17,positive,0.6407,,,Delta,jennielin,0,aha ok thanks worried might seat airport tomorrow,"(37.7790262, -122.419906)",2015-02-22 16:46:16 -0800,"San Francisco, CA",Pacific Time (US & Canada)
7344,5.69658903044219e+17,negative,1.0,Late Flight,0.6739,Delta,aaronkinnari,0,stock response delay frustrating poor cust serv amp told 3 ppl wait amp theyd come back,"(43.2233214, -90.2915132)",2015-02-22 16:44:00 -0800,Gotham,Quito
7345,5.69658058546287e+17,neutral,0.6807,,,Delta,zakkohane,0,ricoh smith bos provided oust service,"(33.7489924, -84.3902644)",2015-02-22 16:40:39 -0800,,Quito
7346,5.69657725304611e+17,negative,1.0,Late Flight,1.0,Delta,aaronkinnari,0,4 hr delay flight jfk via tampa amp worst customer service san juan airport app working day,"(43.2233214, -90.2915132)",2015-02-22 16:39:20 -0800,Gotham,Quito
7347,5.69655420962238e+17,negative,1.0,Lost Luggage,0.6517,Delta,scoremoresales,0,please get luggage 2070 onto carousel 5 logan airport ill able go home,"(42.3554334, -71.060511)",2015-02-22 16:30:10 -0800,"Boston, MA",Eastern Time (US & Canada)
7348,5.6965526276572e+17,negative,1.0,Flight Booking Problems,1.0,Delta,jennielin,0,happens confirmed flight seat available online checkin except even space upgrade,"(37.7790262, -122.419906)",2015-02-22 16:29:32 -0800,"San Francisco, CA",Pacific Time (US & Canada)
7349,5.69652510794887e+17,negative,1.0,Late Flight,0.6332,Delta,jessbutl,0,thanks response waiting 5 hour really frustrated seems like one jetblue concerned,"(40.6526006, -73.9497211)",2015-02-22 16:18:36 -0800,"Brooklyn, NY",
7350,5.69650936911684e+17,negative,0.6633,Late Flight,0.6633,Delta,jessbutl,0,tx info dont understand couldnt accurately estimate departure time earlier weather ny fine,"(40.6526006, -73.9497211)",2015-02-22 16:12:21 -0800,"Brooklyn, NY",
7351,5.69650612545188e+17,neutral,1.0,,,Delta,DaniellaS_Melo,0,hey family question trip disney world april please follow could dm guy,"(40.6028465, -73.9252414)",2015-02-22 16:11:04 -0800,NYC ❄️ / COL ,Eastern Time (US & Canada)
7352,5.69650423318983e+17,positive,0.6571,,,Delta,FinleyBklynCFS,0,glad hear thanks sharing video jetblue bff,"(30.2711286, -97.7436995)",2015-02-22 16:10:19 -0800,,Central Time (US & Canada)
7353,5.69648753357038e+17,neutral,0.6536,,0.0,Delta,cwolicki,0,mgood get home,"(42.3554334, -71.060511)",2015-02-22 16:03:41 -0800,Boston,Eastern Time (US & Canada)
7354,5.69648229295329e+17,positive,1.0,,,Delta,Scott66Ash,0,thanks response hopeful,"(33.7489924, -84.3902644)",2015-02-22 16:01:36 -0800,,Atlantic Time (Canada)
7355,5.69647396940075e+17,negative,0.671,Late Flight,0.671,Delta,jessbutl,0,update please flight 2601 continues delayed,"(40.6526006, -73.9497211)",2015-02-22 15:58:17 -0800,"Brooklyn, NY",
7356,5.69647169084527e+17,neutral,1.0,,,Delta,cwolicki,0,ok tx tell guy sitting next gate,"(42.3554334, -71.060511)",2015-02-22 15:57:23 -0800,Boston,Eastern Time (US & Canada)
7357,5.69646982282613e+17,negative,1.0,Customer Service Issue,0.6967,Delta,gpsomo,0,thank even coming solution great service might sayas trueblue member totally dissatisfiedthanks,"(40.7127281, -74.0060152)",2015-02-22 15:56:38 -0800,New York,
7358,5.69646269221773e+17,negative,0.6947,Late Flight,0.6947,Delta,DJCASTANEDA,0,day,"(42.4084302, -71.0119948)",2015-02-22 15:53:48 -0800,REVERE MA,Quito
7359,5.69646184005894e+17,negative,1.0,Late Flight,1.0,Delta,Scott66Ash,0,free wifi flt 1254 pbi make 25 hr delay treat u right,"(33.7489924, -84.3902644)",2015-02-22 15:53:28 -0800,,Atlantic Time (Canada)
7360,5.69646004254999e+17,negative,1.0,Late Flight,1.0,Delta,cwolicki,0,flight 1106 delayed ny problem,"(42.3554334, -71.060511)",2015-02-22 15:52:45 -0800,Boston,Eastern Time (US & Canada)
7361,5.69645522363011e+17,neutral,1.0,,,Delta,GinaMarie_F,0,guarantee well see tomorrow morning fight seat,"[40.61883222, -74.015404]",2015-02-22 15:50:50 -0800,Brooklyn =),Eastern Time (US & Canada)
7362,5.69645505950695e+17,negative,0.6102,Late Flight,0.6102,Delta,cwolicki,0,thanks update preciate hope get delayed 2 day getting back,"(42.3554334, -71.060511)",2015-02-22 15:50:46 -0800,Boston,Eastern Time (US & Canada)
7363,5.69644675352662e+17,negative,0.7013,Lost Luggage,0.7013,Delta,WyattTweets,0,yes working hoping bag next flight deliver home,"(40.7127281, -74.0060152)",2015-02-22 15:47:28 -0800,New York,Eastern Time (US & Canada)
7364,5.69644634386911e+17,negative,1.0,Can't Tell,0.7065,Delta,GinaMarie_F,0,wellmy paid ticket assigned seat essentially wont flight unless pay,"[40.61884429, -74.0153922]",2015-02-22 15:47:18 -0800,Brooklyn =),Eastern Time (US & Canada)
7365,5.69643287918846e+17,negative,0.6838,Customer Service Issue,0.6838,Delta,GinaMarie_F,0,seat arent guaranteed pay called rep said people booked seat,"[40.61878764, -74.01544319]",2015-02-22 15:41:57 -0800,Brooklyn =),Eastern Time (US & Canada)
7367,5.69642569203905e+17,negative,0.6593,Can't Tell,0.3407,Delta,GinaMarie_F,0,yes please get seat paid,"[40.61886457, -74.01535789]",2015-02-22 15:39:06 -0800,Brooklyn =),Eastern Time (US & Canada)
7369,5.69638848214508e+17,positive,1.0,,,Delta,oggito17,0,thanks help cant wait travel get snow,"(43.3260376, -71.6854725)",2015-02-22 15:24:19 -0800,Merrimack NH,
7370,5.69638521817969e+17,neutral,1.0,,,Delta,sicula,0,help left nikon camera seat front,"[40.79874419, -73.82756667]",2015-02-22 15:23:01 -0800,"Stratford, CT",Eastern Time (US & Canada)
7371,5.69636980612428e+17,negative,1.0,Customer Service Issue,1.0,Delta,Crimson_Zombie,0,hope customer service rep reliablefriendly usually far living repexper,"[40.6466862, -73.7769539]",2015-02-22 15:16:54 -0800,Chicago,
7373,5.69634729324122e+17,negative,0.6599,Customer Service Issue,0.3515,Delta,SibleyStepsOut,0,fyi last email response undrstnd wasnt best 4 hope 2 wlcm u back onbrd n future nice touch lol,"(38.8977924, -77.0280111)",2015-02-22 15:07:57 -0800,Washington DC Metro,Eastern Time (US & Canada)
7374,5.69634575653183e+17,neutral,1.0,,,Delta,rambinasaurus,0,think selected already,"(33.7489924, -84.3902644)",2015-02-22 15:07:20 -0800,,Atlantic Time (Canada)
7381,5.69633036251341e+17,neutral,1.0,,,Delta,rambinasaurus,0,someone driving best get wheelchair get inside,"(33.7489924, -84.3902644)",2015-02-22 15:01:13 -0800,,Atlantic Time (Canada)
7382,5.69632594221867e+17,neutral,1.0,,,Delta,amberfav,0,finally finally,"(30.2711286, -97.7436995)",2015-02-22 14:59:28 -0800,,Central Time (US & Canada)
7385,5.69630240512877e+17,positive,0.3715,,0.0,Delta,rambinasaurus,0,cool stair jfk walk short distance stair,"(33.7489924, -84.3902644)",2015-02-22 14:50:07 -0800,,Atlantic Time (Canada)
7389,5.69628752231019e+17,negative,1.0,Late Flight,1.0,Delta,BillChurchMedia,0,scheduling skill failed delay went four hour nearly six dont tell snowbound pbi,"(27.3365805, -82.5308545)",2015-02-22 14:44:12 -0800,"Sarasota, FL",Pacific Time (US & Canada)
7391,5.6962817284248e+17,negative,0.7025,Can't Tell,0.3702,Delta,Crimson_Zombie,0,sadly app also experiencing difficulty flight information board keeping updated,"(41.8755616, -87.6244212)",2015-02-22 14:41:54 -0800,Chicago,
7393,5.69628053648904e+17,neutral,0.633,,0.0,Delta,rambinasaurus,0,disabled seat row 6 get board earlier,"(33.7489924, -84.3902644)",2015-02-22 14:41:25 -0800,,Atlantic Time (Canada)
7394,5.69627907871502e+17,negative,1.0,Lost Luggage,0.6659,Delta,ericnax,0,thanks guarantee deli ever bag hotel bag missed connection sfo customerservicenot,"(40.7587979, -73.9623427)",2015-02-22 14:40:51 -0800,,Eastern Time (US & Canada)
7398,5.6962727340757e+17,negative,1.0,Customer Service Issue,0.6804,Delta,gpsomo,0,prefference option something honor one service applied,"(40.7127281, -74.0060152)",2015-02-22 14:38:19 -0800,New York,
7402,5.69625606536733e+17,neutral,0.663,,,Delta,rambinasaurus,0,flight 1025 jfk tpa 805am saturday one way ticket,"(33.7489924, -84.3902644)",2015-02-22 14:31:42 -0800,,Atlantic Time (Canada)
7403,5.69624621047112e+17,negative,1.0,Late Flight,1.0,Delta,BillChurchMedia,0,whats excuse time 1117 delay lga tpa know plane air,"(27.3365805, -82.5308545)",2015-02-22 14:27:47 -0800,"Sarasota, FL",Pacific Time (US & Canada)
7405,5.69623948767269e+17,negative,0.6563,Can't Tell,0.6563,Delta,TheEliad,0,go blue dont go back,"(42.38068225, -71.23475754550121)",2015-02-22 14:25:07 -0800,"42.3806° N, 71.2350° W",Eastern Time (US & Canada)
7409,5.69622618195653e+17,negative,0.688,Can't Tell,0.688,Delta,Crimson_Zombie,0,usually great experience guy unhappy right,"(41.8755616, -87.6244212)",2015-02-22 14:19:49 -0800,Chicago,
7411,5.69622389920641e+17,negative,1.0,Late Flight,0.7077,Delta,Crimson_Zombie,0,whats three delay far resulting three hour unnecessary extra waiting,"(41.8755616, -87.6244212)",2015-02-22 14:18:55 -0800,Chicago,
7412,5.6962199185202e+17,positive,1.0,,,Delta,jabeblanchard,0,record le 10minute turnaround time answer question jetblue rock,"(44.9480003, -124.0153887)",2015-02-22 14:17:20 -0800,Right Coast,Eastern Time (US & Canada)
7414,5.69621744295682e+17,negative,1.0,Late Flight,1.0,Delta,gpsomo,0,san diego 4 hour delay jfkeven amex jetblue even 50000 travel mile youre still nothing,"(40.7127281, -74.0060152)",2015-02-22 14:16:21 -0800,New York,
7416,5.69621047353451e+17,negative,1.0,Late Flight,1.0,Delta,JunkyardFiegs,0,third straight time flight delayed flying guy last trip,"[42.40805407, -88.62699707]",2015-02-22 14:13:35 -0800,,Central Time (US & Canada)
7417,5.69620910019183e+17,negative,1.0,Late Flight,1.0,Delta,volition,0,youve let 215 delay jfk inbound flight syracuse really ishouldhavedriven,"(40.6511057, -73.89474667322878)",2015-02-22 14:13:02 -0800,"breukelen, ny",Eastern Time (US & Canada)
7421,5.69619984802054e+17,neutral,0.3568,,0.0,Delta,jabeblanchard,0,domestic clear sit lovely terminal need 1 hour prior boarding thanks,"(44.9480003, -124.0153887)",2015-02-22 14:09:22 -0800,Right Coast,Eastern Time (US & Canada)
7422,5.69618489788346e+17,negative,1.0,Late Flight,0.6204,Delta,WoodyLashen,0,thanks sending update flight delayed 3 hour unbelievable,"(30.2711286, -97.7436995)",2015-02-22 14:03:25 -0800,,Central Time (US & Canada)
7423,5.69618309357941e+17,neutral,0.6427,,,Delta,ChrisDonahoe,0,fact chrishasmadeusblush isnt trending know im loyal,"(48.125152, -123.4525429)",2015-02-22 14:02:42 -0800,"Washington, D.C.",Quito
7424,5.69618014141751e+17,negative,1.0,Late Flight,1.0,Delta,BuffaloBI11,0,5 hour delayed hour increment really amp mosaic still pay 25 use lounge waste sunday,"(40.75294465, -73.97102945843784)",2015-02-22 14:01:32 -0800,New York / Bahamas,
7425,5.69617906390053e+17,negative,0.6675,Lost Luggage,0.6675,Delta,AlisonReynolds,0,havent done yet something online thx,"(42.3554334, -71.060511)",2015-02-22 14:01:06 -0800,"Boston, MA ",Eastern Time (US & Canada)
7426,5.69617776509379e+17,neutral,1.0,,,Delta,TINKERBELLEadog,1,woof im red carpet,"(40.7127281, -74.0060152)",2015-02-22 14:00:35 -0800,"New York, NY",Eastern Time (US & Canada)
7427,5.69617259548709e+17,negative,1.0,Bad Flight,1.0,Delta,AdamJBerry,0,wifi flight cant tweet oscar party pic 37000ft bluecarpet seabos,"(42.0525612, -70.1858639)",2015-02-22 13:58:32 -0800,Provincetown Ma,Eastern Time (US & Canada)
7428,5.69616883734974e+17,negative,1.0,Late Flight,0.6633,Delta,kfunk18,0,thank reply wouldve appreciated communication checking delay jetblue used goto,"(40.7587979, -73.9623427)",2015-02-22 13:57:02 -0800,,Eastern Time (US & Canada)
7429,5.69616576481268e+17,neutral,1.0,,,Delta,BernardLeCroix,0,confirmation number,"(41.8239891, -71.4128343)",2015-02-22 13:55:49 -0800,"Providence, RI",Eastern Time (US & Canada)
7430,5.6961575388597e+17,negative,1.0,Customer Service Issue,1.0,Delta,BernardLeCroix,0,also promised change wife name account also done wtf,"(41.8239891, -71.4128343)",2015-02-22 13:52:33 -0800,"Providence, RI",Eastern Time (US & Canada)
7431,5.69615636869063e+17,negative,1.0,Customer Service Issue,0.6495,Delta,BernardLeCroix,0,guy really suck spent 40 minute phone linking credit account still 12,"(41.8239891, -71.4128343)",2015-02-22 13:52:05 -0800,"Providence, RI",Eastern Time (US & Canada)
7432,5.69614500044919e+17,positive,0.6472,,,Delta,ChrisDonahoe,0,btw robin hayes speaking next month aviation summit ought give shout twitter team rock,"(48.125152, -123.4525429)",2015-02-22 13:47:34 -0800,"Washington, D.C.",Quito
7433,5.69612120758878e+17,neutral,0.6889,,0.0,Delta,spark911uk,0,follow dm please,"(40.7127281, -74.0060152)",2015-02-22 13:38:07 -0800,New York City,Eastern Time (US & Canada)
7434,5.6960943671468e+17,positive,0.6778,,,Delta,Ketzirah,0,oh thank responding,"(38.8950368, -77.0365427)",2015-02-22 13:27:27 -0800,"Washington, DC",Eastern Time (US & Canada)
7435,5.69607909501473e+17,negative,0.6932,Late Flight,0.6932,Delta,Ketzirah,0,coming thought tampa,"(38.8950368, -77.0365427)",2015-02-22 13:21:23 -0800,"Washington, DC",Eastern Time (US & Canada)
7436,5.6960785223664e+17,negative,1.0,Can't Tell,0.6706,Delta,jessbutl,1,good perspective safety concern expressed point arrived airport communicationiskey,"(40.6526006, -73.9497211)",2015-02-22 13:21:09 -0800,"Brooklyn, NY",
7437,5.69606966772941e+17,negative,1.0,Late Flight,0.6684,Delta,Ketzirah,0,exactly flight delayed 599 bdl dca cant seem get answer,"(38.8950368, -77.0365427)",2015-02-22 13:17:38 -0800,"Washington, DC",Eastern Time (US & Canada)
7440,5.69604469324968e+17,neutral,1.0,,,Delta,spark911uk,0,partnership hawaiian live earn hawaiian mile flying jetblue add jb flight booking problem,"(40.7127281, -74.0060152)",2015-02-22 13:07:42 -0800,New York City,Eastern Time (US & Canada)
7442,5.69604033083789e+17,negative,0.6535,Late Flight,0.6535,Delta,ItsChristine_x,0,point delay take different flight destination,"(40.7587979, -73.9623427)",2015-02-22 13:05:58 -0800,,Eastern Time (US & Canada)
7443,5.69603641767793e+17,positive,1.0,,,Delta,djchupy,0,thank guy best,"(25.7741728, -80.19362)",2015-02-22 13:04:25 -0800,"Miami, FL",Central Time (US & Canada)
7446,5.69603039750853e+17,negative,0.6882,Can't Tell,0.6882,Delta,libingobugle,0,fit 140,"(26.1223084, -80.1433786)",2015-02-22 13:02:02 -0800,"Ft. Lauderdale, FL",Eastern Time (US & Canada)
7449,5.6960289757245e+17,negative,1.0,Late Flight,1.0,Delta,amberfav,0,every time look flight status 30 minute added delay point trouble,"(30.2711286, -97.7436995)",2015-02-22 13:01:28 -0800,,Central Time (US & Canada)
7450,5.69602645712769e+17,neutral,1.0,,,Delta,AuthorMarcClark,1,soon sending son home saturday,"(40.7127281, -74.0060152)",2015-02-22 13:00:28 -0800,New York City,Arizona
7451,5.69601850820977e+17,negative,1.0,Late Flight,1.0,Delta,djchupy,1,hey awesome peep whats flight 1159 boston delayed 3hrs,"(25.7741728, -80.19362)",2015-02-22 12:57:18 -0800,"Miami, FL",Central Time (US & Canada)
7453,5.69596394819883e+17,positive,1.0,,,Delta,OlivierGachot,11,great experience flight sfo jfk seat service food everything top quality back soon,"(37.4443293, -122.1598465)",2015-02-22 12:35:37 -0800,Palo Alto CA,Pacific Time (US & Canada)
7456,5.69590527349252e+17,neutral,1.0,,,Delta,kessler,0,wondering possible colleague get earlier flight laxgtjfk tomorrow help,"(40.7127281, -74.0060152)",2015-02-22 12:12:18 -0800,"New York, NY",Eastern Time (US & Canada)
7457,5.69588667225928e+17,negative,0.6697,Lost Luggage,0.3557,Delta,uzisuzi,0,118 boston still sitting,"(44.503564, -88.06657469506351)",2015-02-22 12:04:55 -0800,#Titletown,Eastern Time (US & Canada)
7458,5.69587048811762e+17,negative,1.0,Can't Tell,0.3516,Delta,emilybholan,0,dont enough money parking garage fault im paying 10mins 3hrs,"(43.1561681, -75.8449946)",2015-02-22 11:58:29 -0800,N Y,
7462,5.69585355319599e+17,negative,1.0,Lost Luggage,0.6932,Delta,emilybholan,0,waited 3 hr bag flight 2 hr,"(43.1561681, -75.8449946)",2015-02-22 11:51:45 -0800,N Y,
7465,5.69582603902128e+17,negative,1.0,Late Flight,0.6449,Delta,HaasMonte,0,backlog hour two unacceptable,"(40.7127281, -74.0060152)",2015-02-22 11:40:49 -0800,NYC,Quito
7466,5.69581303785329e+17,negative,1.0,Lost Luggage,0.6509,Delta,HaasMonte,0,agent told u tsa didnt crew get bag,"(40.7127281, -74.0060152)",2015-02-22 11:35:39 -0800,NYC,Quito
7467,5.69581126215438e+17,positive,1.0,,,Delta,BFarraye,0,guy rock,"(40.7127281, -74.0060152)",2015-02-22 11:34:57 -0800,NYC,Quito
7468,5.69580460843651e+17,positive,0.709,,,Delta,BFarraye,0,email twitter handle followed gmail,"(40.7127281, -74.0060152)",2015-02-22 11:32:18 -0800,NYC,Quito
7472,5.69578296360378e+17,negative,1.0,Lost Luggage,1.0,Delta,HaasMonte,0,blaming flight 584 luggage debacle luggagegate,"(40.7127281, -74.0060152)",2015-02-22 11:23:42 -0800,NYC,Quito
7473,5.69577794910491e+17,negative,0.686,Can't Tell,0.686,Delta,BFarraye,0,yoga tv service seems though look forward much,"[40.7740308, -73.8674526]",2015-02-22 11:21:43 -0800,NYC,Quito
7474,5.69577434657493e+17,neutral,0.6575,,,Delta,ChrisDonahoe,0,w edits dear mba need better benefit work u meet,"(48.125152, -123.4525429)",2015-02-22 11:20:17 -0800,"Washington, D.C.",Quito
7475,5.69577005278065e+17,neutral,0.6529,,,Delta,PumaSF,0,course,"(37.7790262, -122.419906)",2015-02-22 11:18:34 -0800,San Francisco,Pacific Time (US & Canada)
7476,5.69576321011077e+17,negative,1.0,Can't Tell,0.6819,Delta,BillChurchMedia,0,failed thats answer please dont justify otherwise,"(27.3365805, -82.5308545)",2015-02-22 11:15:51 -0800,"Sarasota, FL",Pacific Time (US & Canada)
7477,5.6957621404776e+17,negative,1.0,Late Flight,1.0,Delta,SedaEvis,0,come already delayed 2 hr flight 1415 waited pilot come boston reassign endless trip,"(40.7127281, -74.0060152)",2015-02-22 11:15:26 -0800,New York,
7478,5.69576099018985e+17,negative,1.0,Flight Booking Problems,0.6667,Delta,BillChurchMedia,0,got alert immediately started looking rebook 11 minute reflight booking problem catch flight srq,"(27.3365805, -82.5308545)",2015-02-22 11:14:58 -0800,"Sarasota, FL",Pacific Time (US & Canada)
7479,5.69576074050474e+17,positive,0.6533,,,Delta,PumaSF,0,fly jet blue,"(37.7790262, -122.419906)",2015-02-22 11:14:52 -0800,San Francisco,Pacific Time (US & Canada)
7480,5.69575699314569e+17,neutral,1.0,,,Delta,ChrisDonahoe,0,perhaps need start recruiting,"(48.125152, -123.4525429)",2015-02-22 11:13:23 -0800,"Washington, D.C.",Quito
7481,5.69574711899922e+17,positive,0.6621,,,Delta,ChrisDonahoe,0,start including pto getaway package im,"(48.125152, -123.4525429)",2015-02-22 11:09:28 -0800,"Washington, D.C.",Quito
7482,5.69574221216662e+17,positive,0.6621,,0.0,Delta,hugovzolano,0,thanks use extra time shopping somebody say duty free,"[4.69840554, -74.14134323]",2015-02-22 11:07:31 -0800,Fort Lauderdale,
7483,5.69573843825791e+17,positive,1.0,,,Delta,artburkart,0,flight flight booking problem experience pretty great,"(42.3554334, -71.060511)",2015-02-22 11:06:01 -0800,Boston,London
7485,5.69572707299299e+17,positive,1.0,,,Delta,SMHillman,0,thanks making trip home mintyfresh next brandmance flight ill take selfies love travel business,"(40.7127281, -74.0060152)",2015-02-22 11:01:30 -0800,"New York, NY",Eastern Time (US & Canada)
